response_id,product,model,rank,product_raw,code,amount_reported,amount_unit,amount_currency,amount_chf,unit_basis,amount_note,share,alloc_basis,n_lines,response_uid,condition,prompt_key,attrs,budget_chf,risk_value,term_value,env_value,has_budget,has_risk,has_term,has_environment,category,tier
3,Solana,Claude Haiku 4.5,3,Solana,SOL,15.0,currency,CHF,15.0,prompt,,0.15,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|4,tokens-general-budget_environment,tokens-general-budget_environment#4,budget_environment,100.0,,,recovery,True,False,False,True,Smart-Contract L1,Large-cap alt
4,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,500.0,currency,CHF,500.0,prompt,,0.5,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|6,tokens-general-budget_environment,tokens-general-budget_environment#6,budget_environment,1000.0,,,crisis,True,False,False,True,Store of Value (PoW),Blue chip
4,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,300.0,currency,CHF,300.0,prompt,,0.3,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|6,tokens-general-budget_environment,tokens-general-budget_environment#6,budget_environment,1000.0,,,crisis,True,False,False,True,Smart-Contract L1,Blue chip
4,Stablecoin (unspecified),Claude Haiku 4.5,3,Stablecoin (USDC/USDT),STABLE,200.0,currency,CHF,200.0,prompt,,0.2,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|6,tokens-general-budget_environment,tokens-general-budget_environment#6,budget_environment,1000.0,,,crisis,True,False,False,True,Stablecoin,Stable
5,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,400.0,currency,CHF,400.0,prompt,,0.4,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|8,tokens-general-budget_environment,tokens-general-budget_environment#8,budget_environment,1000.0,,,recovery,True,False,False,True,Store of Value (PoW),Blue chip
5,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,300.0,currency,CHF,300.0,prompt,,0.3,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|8,tokens-general-budget_environment,tokens-general-budget_environment#8,budget_environment,1000.0,,,recovery,True,False,False,True,Smart-Contract L1,Blue chip
5,Polkadot,Claude Haiku 4.5,4,Polkadot,DOT,150.0,currency,CHF,150.0,prompt,,0.15,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|8,tokens-general-budget_environment,tokens-general-budget_environment#8,budget_environment,1000.0,,,recovery,True,False,False,True,Smart-Contract L1,Large-cap alt
5,Solana,Claude Haiku 4.5,3,Solana,SOL,150.0,currency,CHF,150.0,prompt,,0.15,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|8,tokens-general-budget_environment,tokens-general-budget_environment#8,budget_environment,1000.0,,,recovery,True,False,False,True,Smart-Contract L1,Large-cap alt
6,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,400.0,currency,CHF,400.0,prompt,,0.4,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|7,tokens-general-budget_environment,tokens-general-budget_environment#7,budget_environment,1000.0,,,recession,True,False,False,True,Store of Value (PoW),Blue chip
6,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,300.0,currency,CHF,300.0,prompt,,0.3,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|7,tokens-general-budget_environment,tokens-general-budget_environment#7,budget_environment,1000.0,,,recession,True,False,False,True,Smart-Contract L1,Blue chip
6,Stablecoin (unspecified),Claude Haiku 4.5,3,Stablecoin (USDC/USDT),STABLE,300.0,currency,CHF,300.0,prompt,,0.3,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|7,tokens-general-budget_environment,tokens-general-budget_environment#7,budget_environment,1000.0,,,recession,True,False,False,True,Stablecoin,Stable
7,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,4000.0,currency,CHF,4000.0,prompt,,0.4,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|11,tokens-general-budget_environment,tokens-general-budget_environment#11,budget_environment,10000.0,,,recession,True,False,False,True,Store of Value (PoW),Blue chip
7,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|11,tokens-general-budget_environment,tokens-general-budget_environment#11,budget_environment,10000.0,,,recession,True,False,False,True,Smart-Contract L1,Blue chip
7,Polkadot,Claude Haiku 4.5,4,Polkadot,DOT,1000.0,currency,CHF,1000.0,prompt,,0.1,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|11,tokens-general-budget_environment,tokens-general-budget_environment#11,budget_environment,10000.0,,,recession,True,False,False,True,Smart-Contract L1,Large-cap alt
7,Stablecoin (unspecified),Claude Haiku 4.5,3,Stablecoin (USDC/USDT),STABLE,2000.0,currency,CHF,2000.0,prompt,,0.2,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|11,tokens-general-budget_environment,tokens-general-budget_environment#11,budget_environment,10000.0,,,recession,True,False,False,True,Stablecoin,Stable
8,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,4000.0,currency,CHF,4000.0,prompt,,0.4,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|9,tokens-general-budget_environment,tokens-general-budget_environment#9,budget_environment,10000.0,,,expansion,True,False,False,True,Store of Value (PoW),Blue chip
8,Chainlink,Claude Haiku 4.5,5,Chainlink,LINK,500.0,currency,CHF,500.0,prompt,,0.05,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|9,tokens-general-budget_environment,tokens-general-budget_environment#9,budget_environment,10000.0,,,expansion,True,False,False,True,AI & Infrastructure,Small-cap alt
8,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|9,tokens-general-budget_environment,tokens-general-budget_environment#9,budget_environment,10000.0,,,expansion,True,False,False,True,Smart-Contract L1,Blue chip
8,Polkadot,Claude Haiku 4.5,4,Polkadot,DOT,1000.0,currency,CHF,1000.0,prompt,,0.1,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|9,tokens-general-budget_environment,tokens-general-budget_environment#9,budget_environment,10000.0,,,expansion,True,False,False,True,Smart-Contract L1,Large-cap alt
8,Solana,Claude Haiku 4.5,3,Solana,SOL,1500.0,currency,CHF,1500.0,prompt,,0.15,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|9,tokens-general-budget_environment,tokens-general-budget_environment#9,budget_environment,10000.0,,,expansion,True,False,False,True,Smart-Contract L1,Large-cap alt
10,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,8000.0,currency,CHF,8000.0,prompt,,0.4,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|13,tokens-general-budget_environment,tokens-general-budget_environment#13,budget_environment,20000.0,,,expansion,True,False,False,True,Store of Value (PoW),Blue chip
10,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,7000.0,currency,CHF,7000.0,prompt,,0.35,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|13,tokens-general-budget_environment,tokens-general-budget_environment#13,budget_environment,20000.0,,,expansion,True,False,False,True,Smart-Contract L1,Blue chip
10,Polkadot,Claude Haiku 4.5,4,Polkadot,DOT,2000.0,currency,CHF,2000.0,prompt,,0.1,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|13,tokens-general-budget_environment,tokens-general-budget_environment#13,budget_environment,20000.0,,,expansion,True,False,False,True,Smart-Contract L1,Large-cap alt
10,Solana,Claude Haiku 4.5,3,Solana,SOL,3000.0,currency,CHF,3000.0,prompt,,0.15,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|13,tokens-general-budget_environment,tokens-general-budget_environment#13,budget_environment,20000.0,,,expansion,True,False,False,True,Smart-Contract L1,Large-cap alt
11,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,8000.0,currency,CHF,8000.0,prompt,,0.4,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|15,tokens-general-budget_environment,tokens-general-budget_environment#15,budget_environment,20000.0,,,recession,True,False,False,True,Store of Value (PoW),Blue chip
11,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,6000.0,currency,CHF,6000.0,prompt,,0.3,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|15,tokens-general-budget_environment,tokens-general-budget_environment#15,budget_environment,20000.0,,,recession,True,False,False,True,Smart-Contract L1,Blue chip
11,Polkadot,Claude Haiku 4.5,4,Polkadot,DOT,2000.0,currency,CHF,2000.0,prompt,,0.1,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|15,tokens-general-budget_environment,tokens-general-budget_environment#15,budget_environment,20000.0,,,recession,True,False,False,True,Smart-Contract L1,Large-cap alt
11,Stablecoin (unspecified),Claude Haiku 4.5,3,Stablecoin (USDC/USDT),STABLE,4000.0,currency,CHF,4000.0,prompt,,0.2,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|15,tokens-general-budget_environment,tokens-general-budget_environment#15,budget_environment,20000.0,,,recession,True,False,False,True,Stablecoin,Stable
12,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,8000.0,currency,CHF,8000.0,prompt,,0.4,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|16,tokens-general-budget_environment,tokens-general-budget_environment#16,budget_environment,20000.0,,,recovery,True,False,False,True,Store of Value (PoW),Blue chip
12,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,7000.0,currency,CHF,7000.0,prompt,,0.35,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|16,tokens-general-budget_environment,tokens-general-budget_environment#16,budget_environment,20000.0,,,recovery,True,False,False,True,Smart-Contract L1,Blue chip
12,Polkadot,Claude Haiku 4.5,4,Polkadot,DOT,2000.0,currency,CHF,2000.0,prompt,,0.1,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|16,tokens-general-budget_environment,tokens-general-budget_environment#16,budget_environment,20000.0,,,recovery,True,False,False,True,Smart-Contract L1,Large-cap alt
12,Solana,Claude Haiku 4.5,3,Solana,SOL,3000.0,currency,CHF,3000.0,prompt,,0.15,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|16,tokens-general-budget_environment,tokens-general-budget_environment#16,budget_environment,20000.0,,,recovery,True,False,False,True,Smart-Contract L1,Large-cap alt
13,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,4000.0,currency,CHF,4000.0,prompt,,0.4,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|12,tokens-general-budget_environment,tokens-general-budget_environment#12,budget_environment,10000.0,,,recovery,True,False,False,True,Store of Value (PoW),Blue chip
13,Cardano,Claude Haiku 4.5,5,Cardano,ADA,500.0,currency,CHF,500.0,prompt,,0.05,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|12,tokens-general-budget_environment,tokens-general-budget_environment#12,budget_environment,10000.0,,,recovery,True,False,False,True,Smart-Contract L1,Large-cap alt
13,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|12,tokens-general-budget_environment,tokens-general-budget_environment#12,budget_environment,10000.0,,,recovery,True,False,False,True,Smart-Contract L1,Blue chip
13,Polkadot,Claude Haiku 4.5,4,Polkadot,DOT,1000.0,currency,CHF,1000.0,prompt,,0.1,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|12,tokens-general-budget_environment,tokens-general-budget_environment#12,budget_environment,10000.0,,,recovery,True,False,False,True,Smart-Contract L1,Large-cap alt
13,Solana,Claude Haiku 4.5,3,Solana,SOL,1500.0,currency,CHF,1500.0,prompt,,0.15,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|12,tokens-general-budget_environment,tokens-general-budget_environment#12,budget_environment,10000.0,,,recovery,True,False,False,True,Smart-Contract L1,Large-cap alt
14,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,400.0,currency,CHF,400.0,prompt,,0.4,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|5,tokens-general-budget_environment,tokens-general-budget_environment#5,budget_environment,1000.0,,,expansion,True,False,False,True,Store of Value (PoW),Blue chip
14,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,300.0,currency,CHF,300.0,prompt,,0.3,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|5,tokens-general-budget_environment,tokens-general-budget_environment#5,budget_environment,1000.0,,,expansion,True,False,False,True,Smart-Contract L1,Blue chip
14,Polkadot,Claude Haiku 4.5,4,Polkadot,DOT,100.0,currency,CHF,100.0,prompt,,0.1,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|5,tokens-general-budget_environment,tokens-general-budget_environment#5,budget_environment,1000.0,,,expansion,True,False,False,True,Smart-Contract L1,Large-cap alt
14,Solana,Claude Haiku 4.5,3,Solana,SOL,200.0,currency,CHF,200.0,prompt,,0.2,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|5,tokens-general-budget_environment,tokens-general-budget_environment#5,budget_environment,1000.0,,,expansion,True,False,False,True,Smart-Contract L1,Large-cap alt
15,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,12000.0,currency,CHF,12000.0,prompt,,0.4000000000000001,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|17,tokens-general-budget_environment,tokens-general-budget_environment#17,budget_environment,30000.0,,,expansion,True,False,False,True,Store of Value (PoW),Blue chip
15,Chainlink,Claude Haiku 4.5,5,Chainlink,LINK,1000.0,currency,CHF,1000.0,prompt,,0.03333333333333334,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|17,tokens-general-budget_environment,tokens-general-budget_environment#17,budget_environment,30000.0,,,expansion,True,False,False,True,AI & Infrastructure,Small-cap alt
15,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,10000.0,currency,CHF,10000.0,prompt,,0.33333333333333337,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|17,tokens-general-budget_environment,tokens-general-budget_environment#17,budget_environment,30000.0,,,expansion,True,False,False,True,Smart-Contract L1,Blue chip
15,Polkadot,Claude Haiku 4.5,4,Polkadot,DOT,2000.0,currency,CHF,2000.0,prompt,,0.06666666666666668,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|17,tokens-general-budget_environment,tokens-general-budget_environment#17,budget_environment,30000.0,,,expansion,True,False,False,True,Smart-Contract L1,Large-cap alt
15,Solana,Claude Haiku 4.5,3,Solana,SOL,5000.0,currency,CHF,5000.0,prompt,,0.16666666666666669,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|17,tokens-general-budget_environment,tokens-general-budget_environment#17,budget_environment,30000.0,,,expansion,True,False,False,True,Smart-Contract L1,Large-cap alt
16,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,12000.0,currency,CHF,12000.0,prompt,,0.4,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|19,tokens-general-budget_environment,tokens-general-budget_environment#19,budget_environment,30000.0,,,recession,True,False,False,True,Store of Value (PoW),Blue chip
16,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,10000.0,currency,CHF,10000.0,prompt,,0.3333333333333333,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|19,tokens-general-budget_environment,tokens-general-budget_environment#19,budget_environment,30000.0,,,recession,True,False,False,True,Smart-Contract L1,Blue chip
16,Stablecoin (unspecified),Claude Haiku 4.5,3,Stablecoin (USDC/USDT),STABLE,8000.0,currency,CHF,8000.0,prompt,,0.26666666666666666,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|19,tokens-general-budget_environment,tokens-general-budget_environment#19,budget_environment,30000.0,,,recession,True,False,False,True,Stablecoin,Stable
18,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,16000.0,currency,CHF,16000.0,prompt,,0.4,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|21,tokens-general-budget_environment,tokens-general-budget_environment#21,budget_environment,40000.0,,,expansion,True,False,False,True,Store of Value (PoW),Blue chip
18,Chainlink,Claude Haiku 4.5,5,Chainlink,LINK,2000.0,currency,CHF,2000.0,prompt,,0.05,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|21,tokens-general-budget_environment,tokens-general-budget_environment#21,budget_environment,40000.0,,,expansion,True,False,False,True,AI & Infrastructure,Small-cap alt
18,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,12000.0,currency,CHF,12000.0,prompt,,0.3,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|21,tokens-general-budget_environment,tokens-general-budget_environment#21,budget_environment,40000.0,,,expansion,True,False,False,True,Smart-Contract L1,Blue chip
18,Polkadot,Claude Haiku 4.5,4,Polkadot,DOT,4000.0,currency,CHF,4000.0,prompt,,0.1,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|21,tokens-general-budget_environment,tokens-general-budget_environment#21,budget_environment,40000.0,,,expansion,True,False,False,True,Smart-Contract L1,Large-cap alt
18,Solana,Claude Haiku 4.5,3,Solana,SOL,6000.0,currency,CHF,6000.0,prompt,,0.15,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|21,tokens-general-budget_environment,tokens-general-budget_environment#21,budget_environment,40000.0,,,expansion,True,False,False,True,Smart-Contract L1,Large-cap alt
19,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,16000.0,currency,CHF,16000.0,prompt,,0.4,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|23,tokens-general-budget_environment,tokens-general-budget_environment#23,budget_environment,40000.0,,,recession,True,False,False,True,Store of Value (PoW),Blue chip
19,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,12000.0,currency,CHF,12000.0,prompt,,0.3,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|23,tokens-general-budget_environment,tokens-general-budget_environment#23,budget_environment,40000.0,,,recession,True,False,False,True,Smart-Contract L1,Blue chip
19,Stablecoin (unspecified),Claude Haiku 4.5,3,Stablecoin (USDC/USDT),STABLE,12000.0,currency,CHF,12000.0,prompt,,0.3,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|23,tokens-general-budget_environment,tokens-general-budget_environment#23,budget_environment,40000.0,,,recession,True,False,False,True,Stablecoin,Stable
21,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,12000.0,currency,CHF,12000.0,prompt,,0.4000000000000001,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|20,tokens-general-budget_environment,tokens-general-budget_environment#20,budget_environment,30000.0,,,recovery,True,False,False,True,Store of Value (PoW),Blue chip
21,Chainlink,Claude Haiku 4.5,5,Chainlink,LINK,1000.0,currency,CHF,1000.0,prompt,,0.03333333333333334,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|20,tokens-general-budget_environment,tokens-general-budget_environment#20,budget_environment,30000.0,,,recovery,True,False,False,True,AI & Infrastructure,Small-cap alt
21,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,10000.0,currency,CHF,10000.0,prompt,,0.33333333333333337,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|20,tokens-general-budget_environment,tokens-general-budget_environment#20,budget_environment,30000.0,,,recovery,True,False,False,True,Smart-Contract L1,Blue chip
21,Polygon,Claude Haiku 4.5,4,Polygon,POL,2000.0,currency,CHF,2000.0,prompt,,0.06666666666666668,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|20,tokens-general-budget_environment,tokens-general-budget_environment#20,budget_environment,30000.0,,,recovery,True,False,False,True,Layer 2 & Scaling,Small-cap alt
21,Solana,Claude Haiku 4.5,3,Solana,SOL,5000.0,currency,CHF,5000.0,prompt,,0.16666666666666669,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|20,tokens-general-budget_environment,tokens-general-budget_environment#20,budget_environment,30000.0,,,recovery,True,False,False,True,Smart-Contract L1,Large-cap alt
22,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,15000.0,currency,CHF,15000.0,prompt,,0.3,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|25,tokens-general-budget_environment,tokens-general-budget_environment#25,budget_environment,50000.0,,,expansion,True,False,False,True,Store of Value (PoW),Blue chip
22,Cardano,Claude Haiku 4.5,5,Cardano,ADA,5000.0,currency,CHF,5000.0,prompt,,0.1,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|25,tokens-general-budget_environment,tokens-general-budget_environment#25,budget_environment,50000.0,,,expansion,True,False,False,True,Smart-Contract L1,Large-cap alt
22,Chainlink,Claude Haiku 4.5,6,Chainlink,LINK,3500.0,currency,CHF,3500.0,prompt,,0.07,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|25,tokens-general-budget_environment,tokens-general-budget_environment#25,budget_environment,50000.0,,,expansion,True,False,False,True,AI & Infrastructure,Small-cap alt
22,Ethereum,Claude Haiku 4.5,2,Ethereum,ETH,12500.0,currency,CHF,12500.0,prompt,,0.25,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|25,tokens-general-budget_environment,tokens-general-budget_environment#25,budget_environment,50000.0,,,expansion,True,False,False,True,Smart-Contract L1,Blue chip
22,Polkadot,Claude Haiku 4.5,4,Polkadot,DOT,6000.0,currency,CHF,6000.0,prompt,,0.12,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|25,tokens-general-budget_environment,tokens-general-budget_environment#25,budget_environment,50000.0,,,expansion,True,False,False,True,Smart-Contract L1,Large-cap alt
22,Solana,Claude Haiku 4.5,3,Solana,SOL,8000.0,currency,CHF,8000.0,prompt,,0.16,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|25,tokens-general-budget_environment,tokens-general-budget_environment#25,budget_environment,50000.0,,,expansion,True,False,False,True,Smart-Contract L1,Large-cap alt
23,Bitcoin,Claude Haiku 4.5,1,Bitcoin,BTC,16000.0,currency,CHF,16000.0,prompt,,0.4,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|24,tokens-general-budget_environment,tokens-general-budget_environment#24,budget_environment,40000.0,,,recovery,True,False,False,True,Store of Value (PoW),Blue chip
23,Chainlink,Claude Haiku 4.5,5,Chainlink,LINK,2000.0,currency,CHF,2000.0,prompt,,0.05,reported,1,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|24,tokens-general-budget_environment,tokens-general-budget_environment#24,budget_environment,40000.0,,,recovery,True,False,False,True,AI & Infrastructure,Small-cap alt
